Symptom,Disease,occurrence,Weightage
Diarrhea,"Carcinoma, Ductal, Breast",3,2.769564393
Diarrhea,"Carcinoma, Squamous Cell",32,29.54202019
Diarrhea,Small Cell Lung Carcinoma,2,1.846376262
Dyspepsia,Adenocarcinoma,19,39.55899179
Dyspepsia,"Carcinoma, Squamous Cell",2,4.164104399
Eructation,Adenocarcinoma,2,7.955811119
Flatulence,Adenocarcinoma,2,6.275734519
Halitosis,Adenocarcinoma,1,3.241407938
Heartburn,Adenocarcinoma,10,31.76869417
Heartburn,"Carcinoma, Squamous Cell",1,3.176869417
Hiccup,Adenocarcinoma,4,11.81490346
Bulimia,Adenocarcinoma,1,2.763857103
Nausea,Adenocarcinoma,150,170.8129611
Nausea,"Carcinoma, Ductal, Breast",8,9.110024593
Nausea,"Carcinoma, Squamous Cell",87,99.07151745
Nausea,Small Cell Lung Carcinoma,2,2.277506148
Vomiting,Adenocarcinoma,123,103.7520578
Vomiting,"Carcinoma, Ductal, Breast",6,5.061075993
Vomiting,"Carcinoma, Squamous Cell",60,50.61075993
Hematemesis,Adenocarcinoma,15,31.28792592
Hematemesis,"Carcinoma, Ductal, Breast",1,2.085861728
Hematemesis,"Carcinoma, Squamous Cell",11,22.94447901
Hyperemesis Gravidarum,Adenocarcinoma,6,17.25049643
"Vomiting, Anticipatory",Adenocarcinoma,10,45.40690922
"Vomiting, Anticipatory","Carcinoma, Squamous Cell",8,36.32552738
Anoxia,Adenocarcinoma,39,39.0775543
Anoxia,"Carcinoma, Ductal, Breast",1,1.001988572
Anoxia,"Carcinoma, Lewis Lung",5,5.009942859
Anoxia,"Carcinoma, Squamous Cell",66,66.13124573
Cough,Adenocarcinoma,19,24.97985387
Cough,"Carcinoma, Squamous Cell",13,17.09147896
Dyspnea,Adenocarcinoma,38,38.1984239
Dyspnea,"Carcinoma, Ductal, Breast",5,5.026108408
Dyspnea,"Carcinoma, Squamous Cell",28,28.14620708
Dyspnea,Small Cell Lung Carcinoma,4,4.020886726
Hemoptysis,Adenocarcinoma,18,30.54733854
Hemoptysis,"Carcinoma, Squamous Cell",27,45.82100782
Hemoptysis,Small Cell Lung Carcinoma,1,1.697074364
Hypercapnia,"Carcinoma, Squamous Cell",1,2.110983822
Hyperoxia,Adenocarcinoma,5,14.74595355
Hyperoxia,"Carcinoma, Squamous Cell",1,2.949190711
Hyperventilation,"Carcinoma, Squamous Cell",1,2.105130147
Hypoventilation,Adenocarcinoma,1,2.521353305
Respiratory Aspiration,"Carcinoma, Squamous Cell",3,9.990220726
Respiratory Sounds,Adenocarcinoma,2,3.278538657
Respiratory Sounds,"Carcinoma, Squamous Cell",6,9.83561597
Snoring,"Carcinoma, Squamous Cell",1,2.760104754
Sneezing,"Carcinoma, Squamous Cell",1,3.356920825
Skin Manifestations,Adenocarcinoma,4,2.449428872
Skin Manifestations,"Carcinoma, Squamous Cell",6,3.674143309
Cafe-au-Lait Spots,Adenocarcinoma,1,3.303928295
Ecchymosis,Adenocarcinoma,4,9.199924932
Ecchymosis,"Carcinoma, Squamous Cell",1,2.299981233
Jaundice,Adenocarcinoma,34,49.46020021
Jaundice,"Carcinoma, Ductal, Breast",1,1.454711771
"Jaundice, Obstructive",Adenocarcinoma,21,52.45860128
"Jaundice, Obstructive","Carcinoma, Squamous Cell",1,2.498028632
Pallor,Adenocarcinoma,1,3.535169057
Pruritus,Adenocarcinoma,12,17.5913053
Pruritus,"Carcinoma, Ductal, Breast",2,2.931884217
Pruritus,"Carcinoma, Squamous Cell",8,11.72753687
Tinea Pedis,"Carcinoma, Squamous Cell",2,6.944312178
Purpura,Adenocarcinoma,4,4.252874424
Purpura,"Carcinoma, Squamous Cell",3,3.189655818
Purpura,Small Cell Lung Carcinoma,1,1.063218606
"Purpura, Schoenlein-Henoch",Adenocarcinoma,7,13.98750095
"Purpura, Schoenlein-Henoch","Carcinoma, Ductal, Breast",1,1.998214421
"Purpura, Schoenlein-Henoch","Carcinoma, Squamous Cell",9,17.98392979
"Purpura, Thrombocytopenic",Adenocarcinoma,4,5.659622082
"Purpura, Thrombocytopenic","Carcinoma, Squamous Cell",2,2.829811041
"Purpura, Thrombocytopenic",Small Cell Lung Carcinoma,1,1.414905521
"Purpura, Thrombocytopenic, Idiopathic",Adenocarcinoma,6,11.60336673
"Purpura, Thrombocytopenic, Idiopathic","Carcinoma, Ductal, Breast",3,5.801683365
"Purpura, Thrombocytopenic, Idiopathic","Carcinoma, Squamous Cell",5,9.669472275
"Purpura, Thrombotic Thrombocytopenic",Adenocarcinoma,17,37.12865634
"Purpura, Thrombotic Thrombocytopenic","Carcinoma, Ductal, Breast",1,2.184038608
"Purpura, Thrombotic Thrombocytopenic","Carcinoma, Squamous Cell",1,2.184038608
Polyuria,Adenocarcinoma,3,7.082704221
Prostatism,Adenocarcinoma,2,9.316947916
Proteinuria,Adenocarcinoma,10,12.48977774
Proteinuria,"Carcinoma, Ductal, Breast",1,1.248977774
Proteinuria,"Carcinoma, Squamous Cell",2,2.497955547
Albuminuria,"Carcinoma, Squamous Cell",1,2.065086665
Urinary Incontinence,Adenocarcinoma,32,51.76093893
Urinary Incontinence,"Carcinoma, Ductal, Breast",1,1.617529342
Urinary Incontinence,"Carcinoma, Squamous Cell",5,8.087646708
"Urinary Incontinence, Stress",Adenocarcinoma,3,8.406527903
Virilism,Adenocarcinoma,5,11.13527997
Virilism,"Carcinoma, Squamous Cell",1,2.227055993
Hirsutism,Adenocarcinoma,3,7.45116671
Hirsutism,"Carcinoma, Ductal, Breast",1,2.483722237
Asthenia,Vertigo,4,8.252877004
Fever,Vertigo,2,1.237875265
Hypothermia,Vertigo,1,1.945436215
Body Weight,Vertigo,2,0.685975694
Edema,Vertigo,10,5.958780941
Eye Manifestations,Vertigo,2,3.015753948
Fatigue,Vertigo,6,6.828078933
Motion Sickness,Vertigo,33,115.3456639
Neurologic Manifestations,Vertigo,11,0.769355545
Cerebrospinal Fluid Otorrhea,Vertigo,2,6.376596226
Decerebrate State,Vertigo,1,2.94467603
Ataxia,Vertigo,34,41.46843023
Cerebellar Ataxia,Vertigo,12,20.50542748
Gait Ataxia,Vertigo,3,8.406527903
Chorea,Vertigo,1,1.992983371
Dystonia,Vertigo,1,1.536109034
Torticollis,Vertigo,9,19.3949183
Myoclonus,Vertigo,1,1.775070869
Tremor,Vertigo,5,8.696763934
"Gait Disorders, Neurologic",Vertigo,3,5.23429656
Apraxias,Vertigo,1,2.383774069
Dyslexia,Vertigo,1,2.677472489
Speech Disorders,Vertigo,4,4.611666244
Dysarthria,Vertigo,4,8.106340471
Mutism,Vertigo,1,2.922403395
Confusion,Vertigo,6,9.053689268
Unconsciousness,Vertigo,4,3.711891317
Coma,Vertigo,2,2.624169626
Syncope,Vertigo,45,67.09011424
Memory Disorders,Vertigo,1,1.467997608
Amnesia,Vertigo,3,6.514458426
Perceptual Disorders,Vertigo,4,5.544229465
Auditory Perceptual Disorders,Vertigo,1,3.143346725
Hallucinations,Vertigo,5,8.616440922
Illusions,Vertigo,6,18.53914824
Muscle Hypertonia,Vertigo,1,1.480420128
Muscle Spasticity,Vertigo,1,1.727280206
Muscle Hypotonia,Vertigo,1,1.656511135
Muscle Weakness,Vertigo,7,6.950937572
Myokymia,Vertigo,1,4.09885817
Spasm,Vertigo,4,5.469109886
Trismus,Vertigo,1,2.597960426
Pain,Vertigo,11,3.623253795
Back Pain,Vertigo,5,5.734642596
Low Back Pain,Vertigo,2,3.180842046
Headache,Vertigo,71,62.80406208
Neck Pain,Vertigo,7,13.71154405
Neuralgia,Vertigo,3,4.614942318
Paralysis,Vertigo,8,3.87577102
Facial Paralysis,Vertigo,14,18.99935676
Hemiplegia,Vertigo,4,5.178529452
Ophthalmoplegia,Vertigo,7,9.308930884
Paresis,Vertigo,5,6.438678919
Psychophysiologic Disorders,Vertigo,46,68.19525917
"Reflex, Abnormal",Vertigo,14,19.6998332
Seizures,Vertigo,13,10.98717003
Sensation Disorders,Vertigo,24,8.239725703
Dizziness,Vertigo,3478,4669.115607
Hearing Disorders,Vertigo,105,77.17674037
Hearing Loss,Vertigo,52,41.78462832
Deafness,Vertigo,66,81.08279276
"Hearing Loss, Bilateral",Vertigo,17,37.60040486
"Hearing Loss, Conductive",Vertigo,9,20.40678195
"Hearing Loss, Functional",Vertigo,1,4.25300885
"Hearing Loss, High-Frequency",Vertigo,5,15.52803199
"Hearing Loss, Mixed Conductive-Sensorineural",Vertigo,1,4.00354799
"Hearing Loss, Sensorineural",Vertigo,134,162.7906853
"Hearing Loss, Central",Vertigo,1,3.253603211
"Hearing Loss, Noise-Induced",Vertigo,7,22.35843272
Presbycusis,Vertigo,1,3.693393062
"Hearing Loss, Sudden",Vertigo,37,95.65617509
"Hearing Loss, Unilateral",Vertigo,2,7.170358955
Hyperacusis,Vertigo,1,4.056893971
Tinnitus,Vertigo,146,288.2089089
Olfaction Disorders,Vertigo,3,6.86469065
Somatosensory Disorders,Vertigo,2,2.09106214
Hyperesthesia,Vertigo,1,2.694864232
Hypesthesia,Vertigo,4,6.887844176
Paresthesia,Vertigo,3,4.074054438
Taste Disorders,Vertigo,1,2.376091572
Vision Disorders,Vertigo,27,17.91421466
Blindness,Vertigo,1,1.098138355
Amaurosis Fugax,Vertigo,1,3.511071505
Diplopia,Vertigo,11,18.08581829
Photophobia,Vertigo,1,2.854291969
Scotoma,Vertigo,1,2.381206673
Sleep Disorders,Vertigo,6,8.957993459
"Urinary Bladder, Neurogenic",Vertigo,1,2.078257128
Shoulder Pain,Vertigo,1,2.420427386
Chest Pain,Vertigo,1,1.09956083
Angina Pectoris,Vertigo,4,5.810733491
Earache,Vertigo,4,11.2716973
"Pain, Postoperative",Vertigo,1,1.677855322
Constipation,Vertigo,1,1.593915494
Diarrhea,Vertigo,3,2.769564393
Hiccup,Vertigo,2,5.907451732
Nausea,Vertigo,39,44.41136989
Vomiting,Vertigo,38,32.05348129
Anoxia,Vertigo,2,2.003977143
Apnea,Vertigo,1,1.876553908
Cough,Vertigo,1,1.314729151
Dyspnea,Vertigo,3,3.015665045
Hyperventilation,Vertigo,6,12.63078088
Sneezing,Vertigo,1,3.356920825
Pruritus,Vertigo,2,2.931884217
Purpura,Vertigo,1,1.063218606
Hirsutism,Vertigo,1,2.483722237
Asthenia,Depressive Disorder,11,22.69541176
Fever,Depressive Disorder,13,8.04618922
Hypothermia,Depressive Disorder,5,9.727181077
Body Weight,Depressive Disorder,226,77.51525345
Birth Weight,Depressive Disorder,14,19.6998332
Weight Gain,Depressive Disorder,70,104.0682818
Weight Loss,Depressive Disorder,56,56.00300784
Cachexia,Depressive Disorder,4,7.978896063
Overweight,Depressive Disorder,11,9.062593095
Obesity,Depressive Disorder,90,74.92982865
"Obesity, Morbid",Depressive Disorder,5,8.764699762
Thinness,Depressive Disorder,3,8.01179883
"Cardiac Output, Low",Depressive Disorder,2,4.285591299
Edema,Depressive Disorder,3,1.787634282
Fatigue,Depressive Disorder,132,150.2177365
Mental Fatigue,Depressive Disorder,6,21.51107686
Flushing,Depressive Disorder,4,10.45604854
Hot Flashes,Depressive Disorder,8,27.24568792
Mobility Limitation,Depressive Disorder,6,16.58314262
Neurologic Manifestations,Depressive Disorder,1,0.069941413
Dyskinesias,Depressive Disorder,3,2.243856236
Ataxia,Depressive Disorder,1,1.219659713
Cerebellar Ataxia,Depressive Disorder,3,5.126356869
Athetosis,Depressive Disorder,2,5.164324619
Catalepsy,Depressive Disorder,2,7.349049155
Chorea,Depressive Disorder,4,7.971933485
Dystonia,Depressive Disorder,20,30.72218067
Torticollis,Depressive Disorder,2,4.309981845
Hyperkinesis,Depressive Disorder,3,7.023000758
Hypokinesia,Depressive Disorder,3,8.637879813
Myoclonus,Depressive Disorder,18,31.95127565
Psychomotor Agitation,Depressive Disorder,99,222.0134578
"Akathisia, Drug-Induced",Depressive Disorder,65,202.2092442
Tremor,Depressive Disorder,30,52.1805836
"Gait Disorders, Neurologic",Depressive Disorder,3,5.23429656
Neurobehavioral Manifestations,Depressive Disorder,7,2.59530602
Apraxias,Depressive Disorder,1,2.383774069
Catatonia,Depressive Disorder,34,91.86482149
Communication Disorders,Depressive Disorder,2,1.977045028
Language Disorders,Depressive Disorder,3,3.233209988
Anomia,Depressive Disorder,4,13.68039891
Dyslexia,Depressive Disorder,2,5.354944978
Language Development Disorders,Depressive Disorder,3,7.459701566
Speech Disorders,Depressive Disorder,8,9.223332488
Aphasia,Depressive Disorder,26,47.07720718
"Aphasia, Broca",Depressive Disorder,4,12.4436458
"Aphasia, Primary Progressive",Depressive Disorder,2,8.994411621
"Aphasia, Wernicke",Depressive Disorder,2,6.990646296
Articulation Disorders,Depressive Disorder,2,3.774897915
Dysarthria,Depressive Disorder,4,8.106340471
Mutism,Depressive Disorder,4,11.68961358
Stuttering,Depressive Disorder,3,9.970418674
Learning Disorders,Depressive Disorder,44,76.3537446
Confusion,Depressive Disorder,39,58.84898024
Delirium,Depressive Disorder,71,147.9608156
Consciousness Disorders,Depressive Disorder,1,0.877129276
Unconsciousness,Depressive Disorder,3,2.783918488
Coma,Depressive Disorder,8,10.4966785
Persistent Vegetative State,Depressive Disorder,3,9.285239952
Stupor,Depressive Disorder,1,4.850845851
Syncope,Depressive Disorder,12,17.89069713
"Syncope, Vasovagal",Depressive Disorder,2,6.365134876
Lethargy,Depressive Disorder,2,6.990646296
Memory Disorders,Depressive Disorder,151,221.6676388
Amnesia,Depressive Disorder,34,73.83052883
"Amnesia, Anterograde",Depressive Disorder,1,4.070687293
"Amnesia, Retrograde",Depressive Disorder,12,40.78312226
Korsakoff Syndrome,Depressive Disorder,1,4.029865299
Mental Retardation,Depressive Disorder,108,97.78824188
Perceptual Disorders,Depressive Disorder,17,23.56297523
Agnosia,Depressive Disorder,3,7.608637257
Auditory Perceptual Disorders,Depressive Disorder,3,9.430040175
Hallucinations,Depressive Disorder,127,218.8575994
Illusions,Depressive Disorder,5,15.4492902
Phantom Limb,Depressive Disorder,1,3.2293596
Psychomotor Disorders,Depressive Disorder,115,153.138714
Fasciculation,Depressive Disorder,1,3.074353854
Muscle Cramp,Depressive Disorder,1,2.24256018
Muscle Hypertonia,Depressive Disorder,1,1.480420128
Muscle Rigidity,Depressive Disorder,1,2.401932804
Muscle Spasticity,Depressive Disorder,1,1.727280206
Muscle Hypotonia,Depressive Disorder,1,1.656511135
Muscle Weakness,Depressive Disorder,1,0.992991082
Spasm,Depressive Disorder,3,4.101832415
Hemifacial Spasm,Depressive Disorder,1,3.241407938
Tetany,Depressive Disorder,1,2.381206673
Pain,Depressive Disorder,317,104.4155866
Back Pain,Depressive Disorder,44,50.46485484
Low Back Pain,Depressive Disorder,18,28.62757841
Facial Pain,Depressive Disorder,8,15.77862874
Headache,Depressive Disorder,97,85.80273271
Neck Pain,Depressive Disorder,5,9.793960033
Neuralgia,Depressive Disorder,7,10.76819874
Sciatica,Depressive Disorder,2,4.338818596
"Pain, Intractable",Depressive Disorder,38,75.73336811
Paralysis,Depressive Disorder,3,1.453414132
Facial Paralysis,Depressive Disorder,1,1.357096912
Hemiplegia,Depressive Disorder,1,1.294632363
Ophthalmoplegia,Depressive Disorder,1,1.329847269
"Supranuclear Palsy, Progressive",Depressive Disorder,4,12.13658973
Paraplegia,Depressive Disorder,8,10.21983427
Quadriplegia,Depressive Disorder,9,12.32225703
Vocal Cord Paralysis,Depressive Disorder,3,5.96333863
Psychophysiologic Disorders,Depressive Disorder,274,406.2065438
Seizures,Depressive Disorder,116,98.03936336
Sensation Disorders,Depressive Disorder,10,3.433219043
Dizziness,Depressive Disorder,61,81.89075677
Hearing Disorders,Depressive Disorder,4,2.9400663
Hearing Loss,Depressive Disorder,3,2.410651634
Deafness,Depressive Disorder,4,4.914108652
"Hearing Loss, Bilateral",Depressive Disorder,2,4.423577042
"Hearing Loss, Sensorineural",Depressive Disorder,6,7.289135163
Presbycusis,Depressive Disorder,4,14.77357225
"Hearing Loss, Unilateral",Depressive Disorder,1,3.585179477
Hyperacusis,Depressive Disorder,1,4.056893971
Tinnitus,Depressive Disorder,24,47.37680694
Olfaction Disorders,Depressive Disorder,7,16.01761152
Somatosensory Disorders,Depressive Disorder,5,5.22765535
Hyperalgesia,Depressive Disorder,6,14.36466047
Hyperesthesia,Depressive Disorder,2,5.389728464
Hypesthesia,Depressive Disorder,6,10.33176626
Paresthesia,Depressive Disorder,13,17.6542359
Taste Disorders,Depressive Disorder,5,11.88045786
Ageusia,Depressive Disorder,1,3.585179477
Dysgeusia,Depressive Disorder,2,6.944312178
Vision Disorders,Depressive Disorder,20,13.26978864
Blindness,Depressive Disorder,5,5.490691775
Color Vision Defects,Depressive Disorder,4,10.26643959
Diplopia,Depressive Disorder,1,1.644165299
"Vision, Low",Depressive Disorder,4,9.02417412
Sleep Disorders,Depressive Disorder,265,395.6447111
Sleep Deprivation,Depressive Disorder,284,731.5590901
"Urinary Bladder, Neurogenic",Depressive Disorder,1,2.078257128
Vertigo,Depressive Disorder,9,14.36626749
Voice Disorders,Depressive Disorder,4,6.660979259
Aphonia,Depressive Disorder,1,3.628854541
Hoarseness,Depressive Disorder,1,2.216126923
Abdominal Pain,Depressive Disorder,12,10.18180414
Arthralgia,Depressive Disorder,5,7.386500002
Shoulder Pain,Depressive Disorder,1,2.420427386
Chest Pain,Depressive Disorder,16,17.59297329
Angina Pectoris,Depressive Disorder,20,29.05366745
Acute Coronary Syndrome,Depressive Disorder,17,44.16532725
"Angina, Unstable",Depressive Disorder,16,35.88096288
"Angina Pectoris, Variant",Depressive Disorder,1,3.265949047
Toothache,Depressive Disorder,2,5.461164629
Glossalgia,Depressive Disorder,2,8.033240144
"Pain, Postoperative",Depressive Disorder,12,20.13426387
Pelvic Pain,Depressive Disorder,9,18.36970313
Dysmenorrhea,Depressive Disorder,3,8.280314261
Aerophagy,Depressive Disorder,1,4.070687293
Anorexia,Depressive Disorder,19,34.67995167
Constipation,Depressive Disorder,24,38.25397184
Diarrhea,Depressive Disorder,13,12.0014457
Dyspepsia,Depressive Disorder,13,27.06667859
Encopresis,Depressive Disorder,1,3.80405863
Halitosis,Depressive Disorder,1,3.241407938
Heartburn,Depressive Disorder,1,3.176869417
Hyperphagia,Depressive Disorder,47,112.7679659
Bulimia,Depressive Disorder,103,284.6772816
Nausea,Depressive Disorder,81,92.23899901
Vomiting,Depressive Disorder,17,14.33971531
Hyperemesis Gravidarum,Depressive Disorder,1,2.875082738
Anoxia,Depressive Disorder,1,1.001988572
Cough,Depressive Disorder,2,2.629458302
Dyspnea,Depressive Disorder,12,12.06266018
Hypercapnia,Depressive Disorder,2,4.221967644
Hyperventilation,Depressive Disorder,14,29.47182205
Hypocapnia,Depressive Disorder,1,3.37061967
Respiratory Sounds,Depressive Disorder,2,3.278538657
Sneezing,Depressive Disorder,1,3.356920825
Ecchymosis,Depressive Disorder,2,4.599962466
Pruritus,Depressive Disorder,8,11.72753687
Purpura,Depressive Disorder,1,1.063218606
"Purpura, Thrombocytopenic, Idiopathic",Depressive Disorder,1,1.933894455
Nocturia,Depressive Disorder,1,4.172966142
Polyuria,Depressive Disorder,3,7.082704221
Prostatism,Depressive Disorder,1,4.658473958
Albuminuria,Depressive Disorder,1,2.065086665
Urinary Incontinence,Depressive Disorder,14,22.64541078
"Urinary Incontinence, Stress",Depressive Disorder,1,2.802175968
"Urinary Incontinence, Urge",Depressive Disorder,1,4.127845707
Hirsutism,Depressive Disorder,1,2.483722237
Asthenia,Stroke,1,2.063219251
Fever,Stroke,53,32.80369451
Fever of Unknown Origin,Stroke,1,1.473154917
Hypothermia,Stroke,12,23.34523458
Body Weight,Stroke,65,22.29421006
Birth Weight,Stroke,5,7.035654715
Weight Gain,Stroke,7,10.40682818
Weight Loss,Stroke,5,5.000268557
Cachexia,Stroke,1,1.994724016
Overweight,Stroke,5,4.119360498
Obesity,Stroke,83,69.10195309
"Obesity, Morbid",Stroke,3,5.258819857
Thinness,Stroke,1,2.67059961
"Cardiac Output, Low",Stroke,6,12.8567739
Cyanosis,Stroke,2,3.486819175
Edema,Stroke,22,13.10931807
Eye Hemorrhage,Stroke,1,2.752642033
Fatigue,Stroke,57,64.86674986
Mental Fatigue,Stroke,6,21.51107686
Fetal Distress,Stroke,1,2.588451638
Heart Murmurs,Stroke,1,2.363417131
Hot Flashes,Stroke,2,6.811421979
Intermittent Claudication,Stroke,7,15.52812241
Mobility Limitation,Stroke,30,82.9157131
Motion Sickness,Stroke,1,3.495323148
Dyskinesias,Stroke,20,14.95904157
Ataxia,Stroke,27,32.93081224
Cerebellar Ataxia,Stroke,5,8.543928115
Gait Ataxia,Stroke,5,14.01087984
Athetosis,Stroke,2,5.164324619
Catalepsy,Stroke,2,7.349049155
Chorea,Stroke,9,17.93685034
Dystonia,Stroke,12,18.4333084
Torticollis,Stroke,1,2.154990923
Hyperkinesis,Stroke,2,4.682000505
Hypokinesia,Stroke,2,5.758586542
Myoclonus,Stroke,4,7.100283478
Psychomotor Agitation,Stroke,6,13.45536108
Synkinesis,Stroke,1,4.658473958
Tics,Stroke,2,7.444761198
Tremor,Stroke,13,22.61158623
"Gait Disorders, Neurologic",Stroke,144,251.2462349
Apraxias,Stroke,41,97.73473681
Alien Hand Syndrome,Stroke,1,5.639303211
Catatonia,Stroke,1,2.701906514
Communication Disorders,Stroke,12,11.86227017
Language Disorders,Stroke,42,45.26493983
Agraphia,Stroke,4,13.40056455
Anomia,Stroke,14,47.88139618
Dyslexia,Stroke,5,13.38736245
"Dyslexia, Acquired",Stroke,7,24.63327772
"Alexia, Pure",Stroke,1,4.658473958
Language Development Disorders,Stroke,3,7.459701566
Speech Disorders,Stroke,40,46.11666244
Aphasia,Stroke,255,461.7187627
"Aphasia, Broca",Stroke,30,93.32734348
"Aphasia, Conduction",Stroke,1,5.089256874
"Aphasia, Primary Progressive",Stroke,1,4.49720581
"Aphasia, Wernicke",Stroke,17,59.42049352
Articulation Disorders,Stroke,8,15.09959166
Dysarthria,Stroke,27,54.71779818
Mutism,Stroke,3,8.767210184
Stuttering,Stroke,4,13.29389157
Learning Disorders,Stroke,2,3.470624755
Confusion,Stroke,18,27.1610678
Delirium,Stroke,23,47.93096844
Consciousness Disorders,Stroke,20,17.54258552
Unconsciousness,Stroke,8,7.423782634
Coma,Stroke,21,27.55378107
Persistent Vegetative State,Stroke,3,9.285239952
Syncope,Stroke,4,5.96356571
"Syncope, Vasovagal",Stroke,1,3.182567438
Memory Disorders,Stroke,88,129.1837895
Amnesia,Stroke,9,19.54337528
"Amnesia, Anterograde",Stroke,1,4.070687293
"Amnesia, Retrograde",Stroke,1,3.398593522
"Amnesia, Transient Global",Stroke,3,12.29657451
Korsakoff Syndrome,Stroke,1,4.029865299
Mental Retardation,Stroke,3,2.716340052
Perceptual Disorders,Stroke,200,277.2114732
Agnosia,Stroke,40,101.4484968
Prosopagnosia,Stroke,3,12.61265606
Auditory Perceptual Disorders,Stroke,7,22.00342708
Hallucinations,Stroke,9,15.50959366
Illusions,Stroke,7,21.62900628
Phantom Limb,Stroke,3,9.688078799
Psychomotor Disorders,Stroke,31,41.28087074
"Apraxia, Ideomotor",Stroke,8,32.90597526
Muscle Hypertonia,Stroke,16,23.68672204
Muscle Rigidity,Stroke,2,4.803865607
Muscle Spasticity,Stroke,221,381.7289254
Muscle Hypotonia,Stroke,3,4.969533404
Muscle Weakness,Stroke,643,638.4932655
Muscular Atrophy,Stroke,13,18.990683
Spasm,Stroke,7,9.570942301
Hemifacial Spasm,Stroke,1,3.241407938
Trismus,Stroke,3,7.793881279
Pain,Stroke,114,37.55008478
Back Pain,Stroke,3,3.440785558
Facial Pain,Stroke,2,3.944657185
Headache,Stroke,70,61.91949783
Neck Pain,Stroke,17,33.29946411
Neuralgia,Stroke,10,15.38314106
"Pain, Intractable",Stroke,11,21.92281708
Paralysis,Stroke,44,21.31674061
Facial Paralysis,Stroke,26,35.2845197
Hemiplegia,Stroke,364,471.2461801
Ophthalmoplegia,Stroke,7,9.308930884
"Supranuclear Palsy, Progressive",Stroke,1,3.034147433
Paraplegia,Stroke,9,11.49731355
Brown-Sequard Syndrome,Stroke,1,3.535169057
Pseudobulbar Palsy,Stroke,2,8.31539734
Quadriplegia,Stroke,10,13.69139669
Respiratory Paralysis,Stroke,3,7.468260773
Vocal Cord Paralysis,Stroke,2,3.975559087
Paresis,Stroke,580,746.8867546
Paraparesis,Stroke,2,4.471772145
"Paraparesis, Spastic",Stroke,2,6.342407359
Psychophysiologic Disorders,Stroke,1,1.482505634
Pupil Disorders,Stroke,3,5.23836988
Horner Syndrome,Stroke,6,13.25775815
"Reflex, Abnormal",Stroke,16,22.51409509
"Reflex, Babinski",Stroke,1,3.527071847
Seizures,Stroke,132,111.5620342
Sensation Disorders,Stroke,58,19.91267045
Dizziness,Stroke,28,37.58919983
Hearing Disorders,Stroke,3,2.205049725
Hearing Loss,Stroke,3,2.410651634
Deafness,Stroke,6,7.371162978
"Hearing Loss, High-Frequency",Stroke,1,3.105606397
"Hearing Loss, Sensorineural",Stroke,5,6.074279302
"Hearing Loss, Central",Stroke,1,3.253603211
"Hearing Loss, Sudden",Stroke,2,5.170604059
Tinnitus,Stroke,3,5.922100868
Olfaction Disorders,Stroke,1,2.288230217
Somatosensory Disorders,Stroke,30,31.3659321
Hyperalgesia,Stroke,11,26.33521086
Hypesthesia,Stroke,11,18.94157149
Paresthesia,Stroke,18,24.44432663
Taste Disorders,Stroke,5,11.88045786
Dysgeusia,Stroke,2,6.944312178
Vision Disorders,Stroke,55,36.49191875
Blindness,Stroke,10,10.98138355
Amaurosis Fugax,Stroke,20,70.2214301
"Blindness, Cortical",Stroke,4,11.77870412
Diplopia,Stroke,12,19.72998359
Hemianopsia,Stroke,47,97.85645337
Scotoma,Stroke,3,7.143620019
"Vision, Low",Stroke,2,4.51208706
Sleep Disorders,Stroke,22,32.84597602
Sleep Deprivation,Stroke,1,2.575912289
"Urinary Bladder, Neurogenic",Stroke,8,16.62605703
Vertigo,Stroke,20,31.92503886
Voice Disorders,Stroke,6,9.991468888
Abdominal Pain,Stroke,2,1.696967356
Arthralgia,Stroke,4,5.909200001
Shoulder Pain,Stroke,50,121.0213693
Chest Pain,Stroke,10,10.9956083
Angina Pectoris,Stroke,16,23.24293396
Acute Coronary Syndrome,Stroke,24,62.35105023
"Angina, Unstable",Stroke,12,26.91072216
Constipation,Stroke,8,12.75132395
Diarrhea,Stroke,2,1.846376262
Gagging,Stroke,9,33.59009606
Hiccup,Stroke,2,5.907451732
Hyperphagia,Stroke,1,2.399318423
Nausea,Stroke,7,7.971271519
Vomiting,Stroke,11,9.27863932
Hematemesis,Stroke,1,2.085861728
Hyperemesis Gravidarum,Stroke,1,2.875082738
Anoxia,Stroke,49,49.09744001
Apnea,Stroke,5,9.382769542
Cheyne-Stokes Respiration,Stroke,5,18.18911605
Cough,Stroke,15,19.72093727
Dyspnea,Stroke,11,11.0574385
Hemoptysis,Stroke,1,1.697074364
Hypercapnia,Stroke,3,6.332951466
Hyperoxia,Stroke,6,17.69514426
Hyperventilation,Stroke,4,8.420520587
Hypoventilation,Stroke,1,2.521353305
Respiratory Aspiration,Stroke,12,39.9608829
Respiratory Sounds,Stroke,1,1.639269328
Snoring,Stroke,9,24.84094278
"Jaundice, Obstructive",Stroke,1,2.498028632
Pruritus,Stroke,1,1.465942108
"Purpura, Schoenlein-Henoch",Stroke,1,1.998214421
"Purpura, Thrombocytopenic, Idiopathic",Stroke,3,5.801683365
"Purpura, Thrombotic Thrombocytopenic",Stroke,6,13.10423165
Nocturia,Stroke,2,8.345932284
Proteinuria,Stroke,10,12.48977774
Albuminuria,Stroke,27,55.75733996
"Urinary Bladder, Overactive",Stroke,3,10.6299971
